Date,Interest Rate,Economic Growth Rate
3/29/2009,4.679,7.991
4/3/2009,4.571,7.998
4/8/2009,4.464,8.006
4/13/2009,4.357,8.013
4/18/2009,4.25,8.021
4/23/2009,4.25,8.021
4/25/2009,4.25,8.021
4/27/2009,4.25,8.029
4/29/2009,4.25,8.036
5/1/2009,4.25,8.044
5/3/2009,4.25,8.051
5/5/2009,4.25,8.059
5/7/2009,4.25,8.066
5/9/2009,4.25,8.074
5/12/2009,4.25,8.074
5/14/2009,4.25,8.074
5/16/2009,4.25,8.082
5/19/2009,4.25,8.089
5/21/2009,4.25,8.097
5/23/2009,4.25,8.104
5/26/2009,4.25,8.112
5/28/2009,4.25,8.119
5/30/2009,4.25,8.127
6/2/2009,4.25,8.127
6/7/2009,4.25,8.127
6/13/2009,4.25,8.135
6/19/2009,4.25,8.142
6/24/2009,4.25,8.15
6/30/2009,4.25,8.157
7/6/2009,4.25,8.165
7/11/2009,4.25,8.172
7/17/2009,4.25,8.18
7/23/2009,4.25,8.18
7/25/2009,4.25,8.18
7/27/2009,4.25,8.188
7/29/2009,4.25,8.195
7/31/2009,4.25,8.203
8/3/2009,4.25,8.21
8/5/2009,4.25,8.218
8/7/2009,4.25,8.225
8/9/2009,4.25,8.233
8/12/2009,4.25,8.233
8/15/2009,4.25,8.233
8/18/2009,4.25,8.241
8/22/2009,4.25,8.248
8/25/2009,4.25,8.256
8/29/2009,4.25,8.263
9/1/2009,4.25,8.271
9/5/2009,4.25,8.278
9/8/2009,4.25,8.286
9/12/2009,4.25,8.286
9/17/2009,4.25,8.286
9/22/2009,4.25,8.294
9/28/2009,4.25,8.301
10/3/2009,4.25,8.309
10/9/2009,4.25,8.316
10/14/2009,4.25,8.324
10/20/2009,4.25,8.331
10/25/2009,4.25,8.339
10/31/2009,4.25,8.339
11/3/2009,4.25,8.339
11/6/2009,4.25,8.347
11/10/2009,4.25,8.354
11/13/2009,4.25,8.362
11/16/2009,4.25,8.369
11/20/2009,4.25,8.377
11/23/2009,4.25,8.384
11/26/2009,4.25,8.392
11/30/2009,4.25,8.392
12/2/2009,4.25,8.392
12/4/2009,4.25,8.4
12/6/2009,4.25,8.407
12/8/2009,4.25,8.415
12/11/2009,4.25,8.422
12/13/2009,4.25,8.43
12/15/2009,4.25,8.437
12/17/2009,4.25,8.445
12/20/2009,4.25,8.445
12/24/2009,4.25,8.445
12/29/2009,4.25,8.453
1/2/2010,4.25,8.46
1/7/2010,4.25,8.468
1/11/2010,4.25,8.475
1/16/2010,4.25,8.483
1/20/2010,4.25,8.49
1/25/2010,4.25,8.498
1/30/2010,4.25,8.498
2/1/2010,4.25,8.227
2/3/2010,4.25,8.266
2/5/2010,4.25,8.304
2/7/2010,4.25,8.343
2/10/2010,4.25,8.382
2/12/2010,4.25,8.421
2/14/2010,4.25,8.459
2/16/2010,4.25,8.498
2/19/2010,4.25,8.227
2/21/2010,4.25,7.955
2/23/2010,4.25,7.994
2/25/2010,4.25,8.033
2/27/2010,4.25,8.072
3/1/2010,4.25,8.11
3/3/2010,4.25,8.149
3/5/2010,4.25,8.188
3/7/2010,4.25,8.227
3/10/2010,4.25,7.955
3/14/2010,4.75,7.684
3/19/2010,4.679,7.723
3/24/2010,4.607,7.761
3/29/2010,4.536,7.8
4/3/2010,4.464,7.839
4/8/2010,4.393,7.878
4/13/2010,4.321,7.916
4/18/2010,4.25,7.955
4/23/2010,4.75,7.684
4/25/2010,4.75,7.412
4/27/2010,4.75,7.451
4/29/2010,4.75,7.49
5/1/2010,4.75,7.529
5/3/2010,4.75,7.567
5/5/2010,4.75,7.606
5/7/2010,4.75,7.645
5/9/2010,4.75,7.684
5/12/2010,4.75,7.412
5/14/2010,5,7.141
5/16/2010,4.964,7.18
5/19/2010,4.929,7.218
5/21/2010,4.893,7.257
5/23/2010,4.857,7.296
5/26/2010,4.821,7.335
5/28/2010,4.786,7.373
5/30/2010,4.75,7.412
6/2/2010,5,7.141
6/7/2010,5.5,6.869
6/13/2010,5.429,6.908
6/19/2010,5.357,6.947
6/24/2010,5.286,6.986
6/30/2010,5.214,7.024
7/6/2010,5.143,7.063
7/11/2010,5.071,7.102
7/17/2010,5,7.141
7/23/2010,5.5,6.869
7/25/2010,5.5,6.598
7/27/2010,5.5,6.637
7/29/2010,5.5,6.675
7/31/2010,5.5,6.714
8/3/2010,5.5,6.753
8/5/2010,5.5,6.792
8/7/2010,5.5,6.83
8/9/2010,5.5,6.869
8/12/2010,5.5,6.598
8/15/2010,6,6.327
8/18/2010,5.929,6.366
8/22/2010,5.857,6.404
8/25/2010,5.786,6.443
8/29/2010,5.714,6.482
9/1/2010,5.643,6.521
9/5/2010,5.571,6.559
9/8/2010,5.5,6.598
9/12/2010,6,6.327
9/17/2010,6,6.055
9/22/2010,6,6.094
9/28/2010,6,6.133
10/3/2010,6,6.172
10/9/2010,6,6.21
10/14/2010,6,6.249
10/20/2010,6,6.288
10/25/2010,6,6.327
10/31/2010,6,6.055
11/3/2010,6.25,5.784
11/6/2010,6.214,5.823
11/10/2010,6.179,5.861
11/13/2010,6.143,5.9
11/16/2010,6.107,5.939
11/20/2010,6.071,5.978
11/23/2010,6.036,6.016
11/26/2010,6,6.055
11/30/2010,6.25,5.784
12/2/2010,6.25,5.512
12/4/2010,6.25,5.551
12/6/2010,6.25,5.59
12/8/2010,6.25,5.629
12/11/2010,6.25,5.667
12/13/2010,6.25,5.706
12/15/2010,6.25,5.745
12/17/2010,6.25,5.784
12/20/2010,6.25,5.512
12/23/2010,6.5,5.241
12/27/2010,6.464,5.28
12/31/2010,6.429,5.318
1/4/2011,6.393,5.357
1/7/2011,6.357,5.396
1/11/2011,6.321,5.435
1/15/2011,6.286,5.473
1/19/2011,6.25,5.512
1/23/2011,6.5,5.241
1/25/2011,6.5,5.241
1/27/2011,6.5,5.244
1/29/2011,6.5,5.246
1/31/2011,6.5,5.249
2/3/2011,6.5,5.251
2/5/2011,6.5,5.254
2/7/2011,6.5,5.256
2/9/2011,6.5,5.259
2/12/2011,6.5,5.259
2/15/2011,6.75,5.259
2/18/2011,6.714,5.262
2/21/2011,6.679,5.264
2/24/2011,6.643,5.267
2/27/2011,6.607,5.269
3/2/2011,6.571,5.272
3/5/2011,6.536,5.274
3/8/2011,6.5,5.277
3/12/2011,6.75,5.277
3/16/2011,6.75,5.277
3/20/2011,6.75,5.28
3/25/2011,6.75,5.282
3/29/2011,6.75,5.285
4/2/2011,6.75,5.287
4/7/2011,6.75,5.29
4/11/2011,6.75,5.292
4/15/2011,6.75,5.295
4/20/2011,6.75,5.295
4/22/2011,7.25,5.295
4/24/2011,7.179,5.298
4/27/2011,7.107,5.3
4/29/2011,7.036,5.303
5/2/2011,6.964,5.305
5/4/2011,6.893,5.308
5/7/2011,6.821,5.31
5/9/2011,6.75,5.313
5/12/2011,7.25,5.313
5/15/2011,7.5,5.313
5/19/2011,7.464,5.316
5/23/2011,7.429,5.318
5/27/2011,7.393,5.321
5/31/2011,7.357,5.323
6/4/2011,7.321,5.326
6/8/2011,7.286,5.328
6/12/2011,7.25,5.331
6/16/2011,7.5,5.331
6/20/2011,8,5.331
6/24/2011,7.929,5.333
6/29/2011,7.857,5.336
7/3/2011,7.786,5.338
7/8/2011,7.714,5.341
7/12/2011,7.643,5.343
7/17/2011,7.571,5.346
7/21/2011,7.5,5.348
7/26/2011,8,5.348
7/30/2011,8,5.348
8/3/2011,8,5.351
8/7/2011,8,5.353
8/11/2011,8,5.356
8/15/2011,8,5.358
8/19/2011,8,5.361
8/23/2011,8,5.363
8/27/2011,8,5.366
8/31/2011,8,5.366
9/1/2011,8.25,5.366
9/3/2011,8.214,5.369
9/5/2011,8.179,5.371
9/7/2011,8.143,5.374
9/8/2011,8.107,5.376
9/10/2011,8.071,5.379
9/12/2011,8.036,5.381
9/14/2011,8,5.384
9/16/2011,8.25,5.384
9/20/2011,8.5,5.384
9/25/2011,8.464,5.387
9/30/2011,8.429,5.389
10/4/2011,8.393,5.392
10/9/2011,8.357,5.394
10/14/2011,8.321,5.397
10/18/2011,8.286,5.399
10/23/2011,8.25,5.402
10/28/2011,8.5,5.402
10/31/2011,8.5,5.402
11/4/2011,8.5,5.405
11/8/2011,8.5,5.407
11/11/2011,8.5,5.41
11/15/2011,8.5,5.412
11/19/2011,8.5,5.415
11/22/2011,8.5,5.417
11/26/2011,8.5,5.42
11/30/2011,8.5,5.42
12/1/2011,8.5,5.42
12/3/2011,8.5,5.423
12/5/2011,8.5,5.425
12/7/2011,8.5,5.428
12/8/2011,8.5,5.43
12/10/2011,8.5,5.433
12/12/2011,8.5,5.435
12/14/2011,8.5,5.438
12/16/2011,8.5,5.438
12/20/2011,8.5,5.438
12/24/2011,8.5,5.441
12/29/2011,8.5,5.443
1/2/2012,8.5,5.446
1/6/2012,8.5,5.448
1/11/2012,8.5,5.451
1/15/2012,8.5,5.453
1/19/2012,8.5,5.456
1/24/2012,8.5,5.456
1/26/2012,8.5,5.456
1/29/2012,8.5,5.467
2/1/2012,8.5,5.478
2/4/2012,8.5,5.489
2/7/2012,8.5,5.501
2/10/2012,8.5,5.512
2/13/2012,8.5,5.523
2/16/2012,8.5,5.534
2/19/2012,8.5,5.534
2/21/2012,8.5,5.534
2/24/2012,8.5,5.545
2/27/2012,8.5,5.556
3/1/2012,8.5,5.567
3/3/2012,8.5,5.578
3/6/2012,8.5,5.589
3/9/2012,8.5,5.6
3/12/2012,8.5,5.611
3/15/2012,8.5,5.611
3/18/2012,8.5,5.611
3/22/2012,8.429,5.622
3/26/2012,8.357,5.633
3/29/2012,8.286,5.644
4/2/2012,8.214,5.655
4/6/2012,8.143,5.666
4/9/2012,8.071,5.677
4/13/2012,8,5.688
4/17/2012,8,5.688
4/21/2012,8,5.688
4/26/2012,8,5.699
5/1/2012,8,5.71
5/6/2012,8,5.721
5/11/2012,8,5.733
5/16/2012,8,5.744
5/21/2012,8,5.755
5/26/2012,8,5.766
5/31/2012,8,5.766
6/2/2012,8,5.766
6/4/2012,8,5.777
6/6/2012,8,5.788
6/8/2012,8,5.799
6/10/2012,8,5.811
6/12/2012,8,5.822
6/14/2012,8,5.833
6/16/2012,8,5.844
6/18/2012,8,5.844
6/22/2012,8,5.844
6/27/2012,8,5.855
7/2/2012,8,5.866
7/7/2012,8,5.877
7/11/2012,8,5.888
7/16/2012,8,5.899
7/21/2012,8,5.91
7/26/2012,8,5.921
7/31/2012,8,5.921
8/3/2012,8,5.921
8/6/2012,8,5.932
8/10/2012,8,5.943
8/13/2012,8,5.954
8/17/2012,8,5.965
8/20/2012,8,5.976
8/24/2012,8,5.987
8/27/2012,8,5.998
8/31/2012,8,5.998
9/1/2012,8,5.998
9/3/2012,8,6.009
9/5/2012,8,6.02
9/7/2012,8,6.031
9/9/2012,8,6.043
9/11/2012,8,6.054
9/13/2012,8,6.065
9/15/2012,8,6.076
9/17/2012,8,6.076
9/21/2012,8,6.076
9/26/2012,8,6.087
10/1/2012,8,6.098
10/6/2012,8,6.109
10/10/2012,8,6.121
10/15/2012,8,6.132
10/20/2012,8,6.143
10/25/2012,8,6.154
10/30/2012,8,6.154
11/2/2012,8,6.154
11/5/2012,8,6.165
11/9/2012,8,6.176
11/12/2012,8,6.187
11/16/2012,8,6.198
11/19/2012,8,6.209
11/23/2012,8,6.22
11/26/2012,8,6.231
11/30/2012,8,6.231
12/2/2012,8,6.231
12/4/2012,8,6.242
12/6/2012,8,6.253
12/8/2012,8,6.264
12/10/2012,8,6.275
12/12/2012,8,6.286
12/14/2012,8,6.297
12/16/2012,8,6.308
12/18/2012,8,6.308
12/22/2012,8,6.308
12/27/2012,7.964,6.319
1/1/2013,7.929,6.33
1/5/2013,7.893,6.341
1/10/2013,7.857,6.353
1/15/2013,7.821,6.364
1/19/2013,7.786,6.375
1/24/2013,7.75,6.386
1/29/2013,7.75,6.386
2/3/2013,7.75,6.386
2/8/2013,7.732,6.404
2/14/2013,7.714,6.423
2/19/2013,7.696,6.441
2/25/2013,7.679,6.459
3/2/2013,7.661,6.477
3/8/2013,7.643,6.496
3/13/2013,7.625,6.514
3/19/2013,7.625,6.514
3/24/2013,7.625,6.514
3/29/2013,7.589,6.532
4/3/2013,7.554,6.551
4/8/2013,7.518,6.569
4/13/2013,7.482,6.587
4/18/2013,7.446,6.605
4/23/2013,7.411,6.624
4/28/2013,7.375,6.642
5/3/2013,7.375,6.642
5/8/2013,7.375,6.642
5/13/2013,7.357,6.66
5/18/2013,7.339,6.679
5/23/2013,7.321,6.697
5/28/2013,7.304,6.715
6/2/2013,7.286,6.733
6/7/2013,7.268,6.752
6/12/2013,7.25,6.77
6/17/2013,7.25,6.77
6/21/2013,7.25,6.77
6/26/2013,7.25,6.788
7/1/2013,7.25,6.807
7/6/2013,7.25,6.825
7/10/2013,7.25,6.843
7/15/2013,7.25,6.861
7/20/2013,7.25,6.88
7/25/2013,7.25,6.898
7/30/2013,7.25,6.898
8/4/2013,7.375,6.898
8/10/2013,7.357,6.916
8/16/2013,7.339,6.935
8/22/2013,7.321,6.953
8/27/2013,7.304,6.971
9/2/2013,7.286,6.989
9/8/2013,7.268,7.008
9/14/2013,7.25,7.026
9/20/2013,7.375,7.026
9/24/2013,7.625,7.026
9/28/2013,7.589,7.044
10/3/2013,7.554,7.063
10/7/2013,7.518,7.081
10/11/2013,7.482,7.099
10/16/2013,7.446,7.117
10/20/2013,7.411,7.136
10/24/2013,7.375,7.154
10/29/2013,7.625,7.154
11/3/2013,7.75,7.154
11/9/2013,7.732,7.172
11/14/2013,7.714,7.191
11/20/2013,7.696,7.209
11/25/2013,7.679,7.227
12/1/2013,7.661,7.245
12/6/2013,7.643,7.264
12/12/2013,7.625,7.282
12/18/2013,7.75,7.282
12/22/2013,7.875,7.282
12/27/2013,7.857,7.3
12/31/2013,7.839,7.319
1/5/2014,7.821,7.337
1/9/2014,7.804,7.355
1/14/2014,7.786,7.373
1/18/2014,7.768,7.392
1/23/2014,7.75,7.41
1/28/2014,7.875,7.41
2/4/2014,8,7.41
2/11/2014,7.982,7.424
2/18/2014,7.964,7.438
2/25/2014,7.946,7.452
3/4/2014,7.929,7.466
3/11/2014,7.911,7.48
3/18/2014,7.893,7.494
3/25/2014,7.875,7.508
4/1/2014,8,7.508
4/8/2014,8,7.508
4/15/2014,8,7.522
4/22/2014,8,7.536
4/29/2014,8,7.55
5/6/2014,8,7.563
5/13/2014,8,7.577
5/20/2014,8,7.591
5/27/2014,8,7.605
6/3/2014,8,7.605
6/10/2014,8,7.605
6/17/2014,8,7.619
6/24/2014,8,7.633
7/1/2014,8,7.647
7/8/2014,8,7.661
7/15/2014,8,7.675
7/22/2014,8,7.689
7/29/2014,8,7.703
8/5/2014,8,7.703
8/11/2014,8,7.703
8/17/2014,8,7.717
8/23/2014,8,7.731
8/29/2014,8,7.745
9/5/2014,8,7.759
9/11/2014,8,7.773
9/17/2014,8,7.787
9/23/2014,8,7.801
9/30/2014,8,7.801
10/7/2014,8,7.801
10/14/2014,8,7.815
10/21/2014,8,7.829
10/28/2014,8,7.843
11/4/2014,8,7.856
11/11/2014,8,7.87
11/18/2014,8,7.884
11/25/2014,8,7.898
12/2/2014,8,7.898
12/6/2014,8,7.898
12/11/2014,7.982,7.912
12/16/2014,7.964,7.926
12/21/2014,7.946,7.94
12/26/2014,7.929,7.954
12/31/2014,7.911,7.968
1/5/2015,7.893,7.982
1/10/2015,7.875,7.996
1/15/2015,7.875,7.996
1/17/2015,7.875,7.996
1/19/2015,7.857,8.001
1/21/2015,7.839,8.005
1/23/2015,7.821,8.01
1/25/2015,7.804,8.015
1/27/2015,7.786,8.02
1/29/2015,7.768,8.024
1/31/2015,7.75,8.029
2/3/2015,7.75,8.029
2/6/2015,7.75,8.029
2/9/2015,7.732,8.034
2/12/2015,7.714,8.038
2/15/2015,7.696,8.043
2/19/2015,7.679,8.047
2/22/2015,7.661,8.052
2/25/2015,7.643,8.056
2/28/2015,7.625,8.061
3/4/2015,7.625,8.061
3/7/2015,7.625,8.061
3/11/2015,7.607,8.066
3/15/2015,7.589,8.07
3/19/2015,7.571,8.075
3/22/2015,7.554,8.08
3/26/2015,7.536,8.085
3/30/2015,7.518,8.089
4/3/2015,7.5,8.094
4/7/2015,7.5,8.094
4/13/2015,7.5,8.094
4/19/2015,7.482,8.099
4/25/2015,7.464,8.103
5/1/2015,7.446,8.108
5/8/2015,7.429,8.112
5/14/2015,7.411,8.117
5/20/2015,7.393,8.121
5/26/2015,7.375,8.126
6/2/2015,7.375,8.126
6/9/2015,7.375,8.126
6/16/2015,7.357,8.131
6/23/2015,7.339,8.135
6/30/2015,7.321,8.14
7/7/2015,7.304,8.144
7/14/2015,7.286,8.149
7/21/2015,7.268,8.153
7/28/2015,7.25,8.158
8/4/2015,7.25,8.158
8/10/2015,7.25,8.158
8/16/2015,7.214,8.163
8/22/2015,7.179,8.167
8/28/2015,7.143,8.172
9/4/2015,7.107,8.177
9/10/2015,7.071,8.182
9/16/2015,7.036,8.186
9/22/2015,7,8.191
9/29/2015,7,8.191
10/6/2015,7,8.191
10/13/2015,6.964,8.196
10/20/2015,6.929,8.2
10/27/2015,6.893,8.205
11/3/2015,6.857,8.21
11/10/2015,6.821,8.215
11/17/2015,6.786,8.219
11/24/2015,6.75,8.224
12/1/2015,6.75,8.224
12/8/2015,6.75,8.224
12/15/2015,6.75,8.229
12/22/2015,6.75,8.233
12/29/2015,6.75,8.238
1/5/2016,6.75,8.242
1/12/2016,6.75,8.247
1/19/2016,6.75,8.251
1/26/2016,6.75,8.256
2/2/2016,6.75,8.256
2/9/2016,6.75,8.012
2/16/2016,6.732,8.047
2/23/2016,6.714,8.082
3/1/2016,6.696,8.117
3/8/2016,6.679,8.151
3/15/2016,6.661,8.186
3/22/2016,6.643,8.221
3/29/2016,6.625,8.256
4/5/2016,6.625,8.012
4/12/2016,6.625,7.769
4/19/2016,6.607,7.804
4/26/2016,6.589,7.838
5/3/2016,6.571,7.873
5/10/2016,6.554,7.908
5/17/2016,6.536,7.943
5/24/2016,6.518,7.977
5/31/2016,6.5,8.012
6/7/2016,6.5,7.769
6/14/2016,6.5,7.526
6/21/2016,6.5,7.561
6/28/2016,6.5,7.595
7/5/2016,6.5,7.63
7/12/2016,6.5,7.665
7/19/2016,6.5,7.7
7/26/2016,6.5,7.734
8/2/2016,6.5,7.769
8/9/2016,6.5,7.526
8/15/2016,6.5,7.282
8/21/2016,6.482,7.317
8/27/2016,6.464,7.352
9/2/2016,6.446,7.387
9/9/2016,6.429,7.421
9/15/2016,6.411,7.456
9/21/2016,6.393,7.491
9/27/2016,6.375,7.526
10/4/2016,6.375,7.282
10/11/2016,6.375,7.038
10/18/2016,6.357,7.073
10/25/2016,6.339,7.108
11/1/2016,6.321,7.143
11/8/2016,6.304,7.177
11/15/2016,6.286,7.212
11/22/2016,6.268,7.247
11/29/2016,6.25,7.282
12/7/2016,6.25,7.038
12/14/2016,6.25,6.795
12/21/2016,6.25,6.83
12/28/2016,6.25,6.864
1/4/2017,6.25,6.899
1/11/2017,6.25,6.934
1/18/2017,6.25,6.969
1/25/2017,6.25,7.003
2/1/2017,6.25,7.038
2/8/2017,6.25,6.795
2/14/2017,6.25,6.738
2/20/2017,6.25,6.746
2/27/2017,6.25,6.754
3/5/2017,6.25,6.762
3/11/2017,6.25,6.771
3/18/2017,6.25,6.779
3/24/2017,6.25,6.787
3/30/2017,6.25,6.795
4/6/2017,6.25,6.738
4/12/2017,6.25,6.681
4/19/2017,6.25,6.689
4/26/2017,6.25,6.697
5/3/2017,6.25,6.705
5/10/2017,6.25,6.714
5/17/2017,6.25,6.722
5/24/2017,6.25,6.73
5/31/2017,6.25,6.738
6/7/2017,6.25,6.681
6/13/2017,6.25,6.624
6/19/2017,6.232,6.632
6/25/2017,6.214,6.64
7/1/2017,6.196,6.648
7/8/2017,6.179,6.657
7/14/2017,6.161,6.665
7/20/2017,6.143,6.673
7/26/2017,6.125,6.681
8/2/2017,6.125,6.624
8/9/2017,6.125,6.568
8/16/2017,6.107,6.576
8/23/2017,6.089,6.584
8/30/2017,6.071,6.592
9/6/2017,6.054,6.6
9/13/2017,6.036,6.608
9/20/2017,6.018,6.616
9/27/2017,6,6.624
10/4/2017,6,6.568
10/11/2017,6,6.511
10/18/2017,6,6.519
10/25/2017,6,6.527
11/1/2017,6,6.535
11/8/2017,6,6.544
11/15/2017,6,6.552
11/22/2017,6,6.56
11/29/2017,6,6.568
12/6/2017,6,6.511
12/13/2017,6,6.454
12/20/2017,6,6.462
12/27/2017,6,6.47
1/3/2018,6,6.478
1/10/2018,6,6.487
1/17/2018,6,6.495
1/24/2018,6,6.503
1/31/2018,6,6.511
2/7/2018,6,6.454
2/13/2018,6,6.023
2/19/2018,6,6.085
2/26/2018,6,6.146
3/4/2018,6,6.208
3/10/2018,6,6.269
3/17/2018,6,6.331
3/23/2018,6,6.392
3/29/2018,6,6.454
4/5/2018,6,6.023
4/11/2018,6.125,5.593
4/18/2018,6.107,5.654
4/25/2018,6.089,5.716
5/2/2018,6.071,5.777
5/9/2018,6.054,5.839
5/16/2018,6.036,5.9
5/23/2018,6.018,5.962
5/30/2018,6,6.023
6/6/2018,6.125,5.593
6/12/2018,6.375,5.162
6/18/2018,6.339,5.224
6/24/2018,6.304,5.285
6/30/2018,6.268,5.347
7/7/2018,6.232,5.408
7/13/2018,6.196,5.47
7/19/2018,6.161,5.531
7/25/2018,6.125,5.593
8/1/2018,6.375,5.162
8/8/2018,6.5,4.732
8/15/2018,6.482,4.793
8/22/2018,6.464,4.855
8/29/2018,6.446,4.916
9/6/2018,6.429,4.978
9/13/2018,6.411,5.039
9/20/2018,6.393,5.101
9/27/2018,6.375,5.162
10/5/2018,6.5,4.732
10/11/2018,6.5,4.302
10/18/2018,6.5,4.363
10/25/2018,6.5,4.425
11/1/2018,6.5,4.486
11/7/2018,6.5,4.548
11/14/2018,6.5,4.609
11/21/2018,6.5,4.671
11/28/2018,6.5,4.732
12/5/2018,6.5,4.302
12/12/2018,6.5,3.871
12/19/2018,6.482,3.933
12/26/2018,6.464,3.994
1/2/2019,6.446,4.056
1/9/2019,6.429,4.117
1/16/2019,6.411,4.179
1/23/2019,6.393,4.24
1/30/2019,6.375,4.302
2/7/2019,6.375,3.871
2/13/2019,6.375,2.263
2/19/2019,6.339,2.493
2/25/2019,6.304,2.722
3/3/2019,6.268,2.952
3/10/2019,6.232,3.182
3/16/2019,6.196,3.412
3/22/2019,6.161,3.641
3/28/2019,6.125,3.871
4/4/2019,6.125,2.263
4/11/2019,6.125,0.655
4/18/2019,6.089,0.885
4/25/2019,6.054,1.114
5/2/2019,6.018,1.344
5/9/2019,5.982,1.574
5/16/2019,5.946,1.804
5/23/2019,5.911,2.033
5/30/2019,5.875,2.263
6/6/2019,5.875,0.655
6/12/2019,5.875,-0.953
6/19/2019,5.832,-0.723
6/26/2019,5.789,-0.494
7/3/2019,5.746,-0.264
7/10/2019,5.704,-0.034
7/17/2019,5.661,0.196
7/24/2019,5.618,0.425
7/31/2019,5.575,0.655
8/7/2019,5.575,-0.953
8/13/2019,5.575,-2.562
8/19/2019,5.532,-2.332
8/26/2019,5.489,-2.102
9/1/2019,5.446,-1.872
9/8/2019,5.404,-1.643
9/14/2019,5.361,-1.413
9/21/2019,5.318,-1.183
9/27/2019,5.275,-0.953
10/4/2019,5.275,-2.562
10/10/2019,5.275,-4.17
10/17/2019,5.257,-3.94
10/24/2019,5.239,-3.711
10/31/2019,5.221,-3.481
11/7/2019,5.204,-3.251
11/14/2019,5.186,-3.021
11/21/2019,5.168,-2.792
11/28/2019,5.15,-2.562
12/5/2019,5.15,-4.17
12/12/2019,5.15,-5.778
12/19/2019,5.15,-5.548
12/26/2019,5.15,-5.319
1/2/2020,5.15,-5.089
1/9/2020,5.15,-4.859
1/16/2020,5.15,-4.629
1/23/2020,5.15,-4.4
1/30/2020,5.15,-4.17
2/6/2020,5.15,-5.778
2/11/2020,5.15,-5.778
2/17/2020,5.096,-5.41
2/22/2020,5.043,-5.041
2/28/2020,4.989,-4.673
3/4/2020,4.936,-4.305
3/10/2020,4.882,-3.937
3/15/2020,4.829,-3.568
3/21/2020,4.775,-3.2
3/27/2020,4.775,-3.2
4/2/2020,4.775,-3.2
4/8/2020,4.664,-2.832
4/14/2020,4.554,-2.463
4/20/2020,4.443,-2.095
4/27/2020,4.332,-1.727
5/3/2020,4.221,-1.359
5/9/2020,4.111,-0.99
5/15/2020,4,-0.622
5/22/2020,4,-0.622
5/30/2020,4,-0.622
6/7/2020,4,-0.254
6/16/2020,4,0.115
6/24/2020,4,0.483
7/3/2020,4,0.851
7/11/2020,4,1.219
7/20/2020,4,1.588
7/28/2020,4,1.956
8/6/2020,4,1.956
8/13/2020,4,1.956
8/20/2020,4,2.324
8/27/2020,4,2.693
9/3/2020,4,3.061
9/10/2020,4,3.429
9/17/2020,4,3.797
9/24/2020,4,4.166
10/1/2020,4,4.534
10/9/2020,4,4.534
10/15/2020,4,4.534
10/21/2020,4,4.902
10/27/2020,4,5.271
11/2/2020,4,5.639
11/9/2020,4,6.007
11/15/2020,4,6.375
11/21/2020,4,6.744
11/27/2020,4,7.112
12/4/2020,4,7.112
12/11/2020,4,7.112
12/18/2020,4,7.48
12/25/2020,4,7.849
1/1/2021,4,8.217
1/8/2021,4,8.585
1/15/2021,4,8.953
1/22/2021,4,9.322
1/29/2021,4,9.69
2/5/2021,4,9.69
2/11/2021,4,9.24
2/18/2021,4,9.304
2/25/2021,4,9.369
3/4/2021,4,9.433
3/10/2021,4,9.497
3/17/2021,4,9.561
3/24/2021,4,9.626
3/31/2021,4,9.69
4/7/2021,4,9.24
4/13/2021,4,8.789
4/19/2021,4,8.853
4/26/2021,4,8.918
5/2/2021,4,8.982
5/9/2021,4,9.047
5/15/2021,4,9.111
5/22/2021,4,9.176
5/28/2021,4,9.24
6/4/2021,4,8.789
6/11/2021,4,8.338
6/18/2021,4,8.402
6/25/2021,4,8.467
7/2/2021,4,8.531
7/9/2021,4,8.596
7/16/2021,4,8.66
7/23/2021,4,8.725
7/30/2021,4,8.789
8/6/2021,4,8.338
8/13/2021,4,7.888
8/20/2021,4,7.952
8/27/2021,4,8.017
9/3/2021,4,8.081
9/10/2021,4,8.145
9/17/2021,4,8.209
9/24/2021,4,8.274
10/1/2021,4,8.338
10/8/2021,4,7.888
10/14/2021,4,7.438
10/21/2021,4,7.502
10/28/2021,4,7.567
11/4/2021,4,7.631
11/10/2021,4,7.695
11/17/2021,4,7.759
11/24/2021,4,7.824
12/1/2021,4,7.888
12/8/2021,4,7.438
12/15/2021,4,6.987
12/22/2021,4,7.051
12/29/2021,4,7.116
1/5/2022,4,7.18
1/12/2022,4,7.245
1/19/2022,4,7.309
1/26/2022,4,7.374
2/2/2022,4,7.438
2/10/2022,4,6.987
2/16/2022,4,6.987
2/22/2022,4,7.011
3/1/2022,4,7.035
3/7/2022,4,7.059
3/13/2022,4,7.082
3/20/2022,4,7.106
3/26/2022,4,7.13
4/1/2022,4,7.154
4/8/2022,4,7.154
4/10/2022,4.2,7.154
4/13/2022,4.171,7.178
4/16/2022,4.143,7.201
4/19/2022,4.114,7.225
4/22/2022,4.086,7.249
4/25/2022,4.057,7.273
4/28/2022,4.029,7.296
5/1/2022,4,7.32
5/4/2022,4.2,7.32
5/7/2022,4.65,7.32
5/11/2022,4.586,7.344
5/15/2022,4.521,7.368
5/19/2022,4.457,7.392
5/23/2022,4.393,7.415
5/27/2022,4.329,7.439
5/31/2022,4.264,7.463
6/4/2022,4.2,7.487
6/8/2022,4.65,7.487
6/14/2022,5.15,7.487
6/20/2022,5.079,7.511
6/27/2022,5.007,7.534
7/3/2022,4.936,7.558
7/10/2022,4.864,7.582
